DEPTO,ENVASE,PRODUCTO_VENTA,PRECIO_VENTA,DEPT_INV,ARTICULO_INVENT,COSTO_UNIT,CANT,COSTO_PORCION,CONSUMO,
ENTRADAS,Sin Envase,CAZUELA AZTECA CHORIZO,10,QUESOS / LECHE,CHEDAR,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,CEVICHE A LA MEXICANA,8,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CHORIZO,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.455,3.00300008654594E-03,GRAMOS
SOPAS,Sin Envase,CALDO TLALPENO,6.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CARNE,10,QUESOS / LECHE,CHEDAR,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CARNE,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CARNE,10,CARNES,CARNE MOLIDA,0.0046,2.046,9.41160001754761E-03,GRAMOS
SOPAS,Sin Envase,SOPA DE TORTILLA,6.5,VEGETALES ,CILANTRO,0.0013,0.045,5.85000023245811E-05,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA MIXTA,10,VEGETALES ,CEBOLLA MORADA,0.002,0.182,3.63999992609024E-04,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA MIXTA,10,QUESOS / LECHE,CHEDAR,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA MIXTA,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,VEGETALES ,CILANTRO,0.0013,0.045,5.85000023245811E-05,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CHORIZO,10,CARNES,CHORIZO MEJICANO,0.0067,2.046,1.37082000255585E-02,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.136,2.20320011973381E-03,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CARNE,10,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,QUESOS / LECHE,QUESO FRESCO,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.136,2.20320011973381E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.955,4.48849992156029E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,ESENCIAS,FRIJOLES NEGROS,0.0022,0.909,1.9997999548912E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,VARIOS,TORTILLAS MEJICANAS (6/5 LBS),0.0001,1,0.0001,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
SOPAS,Sin Envase,CALDO DE POLLO,6.5,VEGETALES ,CILANTRO,0.0013,0.045,5.85000023245811E-05,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,QUESOS / LECHE,QUESO FRESCO,0.0066,0.455,3.00300008654594E-03,GRAMOS
SOPAS,Sin Envase,CALDO TLALPENO,6.5,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.591,2.77770009636879E-03,GRAMOS
ARROZ A LA MEXICANA,Sin Envase,ARROZ CON POLLO,8,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRES POLLO,10,CARNES,TOCINO,0.0052,0.273,1.41960000991821E-03,GRAMOS
SOPAS,Sin Envase,SOPA DE TORTILLA,6.5,QUESOS / LECHE,QUESO FRESCO,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,CEVICHE A LA MEXICANA,8,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRES POLLO,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRES POLLO,10,POLLOS o AVES,PECHUGA DE POLLO,0.0047,2.727,1.28168999910355E-02,GRAMOS
SOPAS,Sin Envase,CALDO TLALPENO,6.5,JUGOS CONCENTRADOS,CHIPOTLE,0.0011,0.136,1.49600008130074E-04,GRAMOS
SOPAS,Sin Envase,CALDO TLALPENO,6.5,VEGETALES ,CILANTRO,0.0013,0.045,5.85000023245811E-05,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,VEGETALES ,TOMATE REGULAR,0.0019,0.682,1.29579996466637E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO PANCHO VILLA,10,CARNES,CARNE MOLIDA,0.0046,0.455,2.0930000603199E-03,GRAMOS
ENTRADAS,Sin Envase,TOTOPOS,4,VARIOS,TOTOPOS - NACHOS,0.0011,22,0.0242,GRAMOS
ENTRADAS,Sin Envase,FRIJOLES REFRITOS,6.5,ESENCIAS,FRIJOLES NEGROS,0.0022,7.275,1.60050002098084E-02,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON POLLO,8.75,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.909,4.27229990363121E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON POLLO,8.75,QUESOS / LECHE,MONTERREY JACK,0.0066,3.181,2.09945999622345E-02,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON HONGOS,8.75,QUESOS / LECHE,MONTERREY JACK,0.0066,3.181,2.09945999622345E-02,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON CHORIZO,8.75,CARNES,CHORIZO MEJICANO,0.0067,0.909,6.09029986262321E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON CHORIZO,8.75,QUESOS / LECHE,MONTERREY JACK,0.0066,3.181,2.09945999622345E-02,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON CARNE,8.75,CARNES,CARNE MOLIDA,0.0046,0.909,4.18139990568161E-03,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,VEGETALES ,CEBOLLA MORADA,0.002,0.182,3.63999992609024E-04,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO DE QUESO,7.75,QUESOS / LECHE,MONTERREY JACK,0.0066,4.091,0.027000600528717,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,QUESOS / LECHE,QUESO FRESCO,0.0066,0.682,4.50119987726212E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO PANCHO VILLA,10,CARNES,CHORIZO MEJICANO,0.0067,0.455,3.04850008785725E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO PANCHO VILLA,10,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.455,2.1385000616312E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO PANCHO VILLA,10,QUESOS / LECHE,CHEDAR,0.0066,1.364,9.00239975452423E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO PANCHO VILLA,10,QUESOS / LECHE,MONTERREY JACK,0.0066,1.364,9.00239975452423E-03,GRAMOS
ENTRADAS,Sin Envase,CEVICHE A LA MEXICANA,8,VEGETALES ,CILANTRO,0.0013,0.045,5.85000023245811E-05,GRAMOS
ENTRADAS,Sin Envase,CEVICHE A LA MEXICANA,8,VEGETALES ,CEBOLLA MORADA,0.002,0.182,3.63999992609024E-04,GRAMOS
ENTRADAS,Sin Envase,CEVICHE A LA MEXICANA,8,ESENCIAS,ACHIOTE,0.0012,0.272,3.26400017738342E-04,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,VEGETALES ,LECHUGAS,0.0013,0.909,1.1816999733448E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,VEGETALES ,LECHUGAS,0.0013,0.909,1.1816999733448E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON CARNE,8.75,QUESOS / LECHE,MONTERREY JACK,0.0066,3.181,2.09945999622345E-02,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,CARNES,CHORIZO MEJICANO,0.0067,0.955,6.39849988818169E-03,GRAMOS
ENTRADAS,Sin Envase,CEVICHE A LA MEXICANA,8,VARIOS,TOTOPOS - NACHOS,0.0011,22,0.0242,GRAMOS
ENTRADAS,Sin Envase,FRIJOLES REFRITOS,6.5,QUESOS / LECHE,QUESO FRESCO,0.0066,0.682,4.50119987726212E-03,GRAMOS
ARROZ A LA MEXICANA,Sin Envase,ARROZ CON POLLO,8,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.136,2.20320011973381E-03,GRAMOS
ARROZ A LA MEXICANA,Sin Envase,ARROZ CON CHORIZO,8,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ARROZ A LA MEXICANA,Sin Envase,ARROZ CON CHORIZO,8,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.136,2.20320011973381E-03,GRAMOS
ARROZ A LA MEXICANA,Sin Envase,ARROZ CON CARNE,8,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ARROZ A LA MEXICANA,Sin Envase,ARROZ CON CARNE,8,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.136,2.20320011973381E-03,GRAMOS
ENTRADAS,Sin Envase,TORTILLA 1,1,VARIOS,TORTILLAS MEJICANAS (6/5 LBS),0.0001,1,0.0001,GRAMOS
ENTRADAS,Sin Envase,BIENVENIDO,2,ESENCIAS,FRIJOLES NEGROS,0.0022,2.955,6.50099983215332E-03,GRAMOS
ENTRADAS,Sin Envase,QUESO FRESCO,2,QUESOS / LECHE,QUESO FRESCO,0.0066,1,0.0066,GRAMOS
ENTRADAS,Sin Envase,BIENVENIDO,2,QUESOS / LECHE,QUESO FRESCO,0.0066,0.227,1.4981999874115E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,ESENCIAS,FRIJOLES NEGROS,0.0022,0.909,1.9997999548912E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CHORIZO,5,VARIOS,TORTILLAS MEJICANAS (6/5 LBS),0.0001,1,0.0001,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CARNE,5,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CARNE,5,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CARNE,5,QUESOS / LECHE,QUESO FRESCO,0.0066,0.455,3.00300008654594E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CARNE,5,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.136,2.20320011973381E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CARNE,5,CARNES,CARNE MOLIDA,0.0046,0.455,2.0930000603199E-03,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE CARNE,5,ESENCIAS,FRIJOLES NEGROS,0.0022,0.909,1.9997999548912E-03,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,VARIOS,TOTOPOS - NACHOS,0.0011,22,0.0242,GRAMOS
ENTRADAS,Sin Envase,TORTILLAS 4,3,VARIOS,TORTILLAS MEJICANAS (6/5 LBS),0.0001,4,0.0004,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MAR y TIERRA,11.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.682,3.20539991259575E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE FILETE,12.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE FILETE,12.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE FILETE,12.5,CARNES,FILETE,0.0132,3.182,4.20023989677429E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CAMARON,12.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CAMARON,12.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CAMARON,12.5,MARISCOS,CAMARON PELADO,0.0102,2.727,0.027815399980545,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE LOMITO,12.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
ENTRADAS,Sin Envase,TOSTADAS DE POLLO,5,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MAR y TIERRA,11.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,CARNES,CHORIZO MEJICANO,0.0067,0.682,4.56939987540245E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MAR y TIERRA,11.5,CARNES,PUERCO LISO,0.0052,0.682,3.54639990329742E-03,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,GUACAMOLE PANCHO VILLA,10,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.909,1.47257996678352E-02,GRAMOS
ENTRADAS,Sin Envase,FRIJOLES REFRITOS,6.5,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
ENTRADAS,Sin Envase,FRIJOLES REFRITOS,6.5,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,FRIJOLES REFRITOS,6.5,VARIOS,TOTOPOS - NACHOS,0.0011,22,0.0242,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON RAJAS,8.75,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON RAJAS,8.75,QUESOS / LECHE,QUESO FRESCO,0.0066,3.181,2.09945999622345E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE LOMITO,12.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
CARNES MEXICANAS,Sin Envase,POLLO TEMPIQUENA,14.5,POLLOS o AVES,PECHUGA DE POLLO,0.0047,3.636,1.70891996145248E-02,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA CARNE,10,QUESOS / LECHE,CREMA CULTIVADA DE 5 LBS,0.0162,0.909,1.47257996678352E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,CARNES,TOCINO,0.0052,0.273,1.41960000991821E-03,GRAMOS
LOS NACHOS,Sin Envase,NACHO ORALE,14,POLLOS o AVES,PECHUGA DE POLLO,0.0047,4.091,1.92277003765106E-02,GRAMOS
LOS NACHOS,Sin Envase,NACHO ORALE,14,CARNES,CARNE MOLIDA,0.0046,4.091,1.88186003684998E-02,GRAMOS
LOS NACHOS,Sin Envase,NACHO ORALE,14,QUESOS / LECHE,MONTERREY JACK,0.0066,4.545,0.02999700050354,GRAMOS
LOS NACHOS,Sin Envase,NACHO ORALE,14,ESENCIAS,FRIJOLES NEGROS,0.0022,5.455,1.20009998321533E-02,GRAMOS
LOS NACHOS,Sin Envase,NACHOS DE CHORIZO,14,CARNES,CHORIZO MEJICANO,0.0067,4.091,2.74097005367279E-02,GRAMOS
LOS NACHOS,Sin Envase,   .....................................,0,QUESOS / LECHE,MONTERREY JACK,0.0066,4.545,0.02999700050354,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,CARNES,RINCON,0.0132,0.682,9.00239975452423E-03,GRAMOS
LOS NACHOS,Sin Envase,   .....................................,0,CARNES,CARNE MOLIDA,0.0046,4.091,1.88186003684998E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,CARNES,PUERCO LISO,0.0052,0.682,3.54639990329742E-03,GRAMOS
CARNES MEXICANAS,Sin Envase,FILETE TEMPIQUENA,17.5,CARNES,FILETE,0.0132,3.182,4.20023989677429E-02,GRAMOS
LOS NACHOS,Sin Envase,NACHOS DE POLLO,14,POLLOS o AVES,PECHUGA DE POLLO,0.0047,4.091,1.92277003765106E-02,GRAMOS
LOS NACHOS,Sin Envase,NACHOS DE POLLO,14,QUESOS / LECHE,MONTERREY JACK,0.0066,4.545,0.02999700050354,GRAMOS
LOS NACHOS,Sin Envase,NACHOS DE POLLO,14,ESENCIAS,FRIJOLES NEGROS,0.0022,5.455,1.20009998321533E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,VEGETALES ,CEBOLLA MORADA,0.002,0.182,3.63999992609024E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,VEGETALES ,LECHUGAS,0.0013,0.455,5.91500017046928E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE DE LA ABUELA,12.5,QUESOS / LECHE,CHEDAR,0.0066,0.909,5.99939986467361E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON CHORIZO,8.75,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
LOS NACHOS,Sin Envase,   .....................................,0,ESENCIAS,FRIJOLES NEGROS,0.0022,5.455,1.20009998321533E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PUERCO,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON POLLO,8.75,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,VEGETALES ,PIÑA,0.0013,1.591,2.06829994916916E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,VEGETALES ,CILANTRO,0.0013,0.136,1.76800009608269E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,ESENCIAS,ACHIOTE,0.0012,0.318,3.81599986553192E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,CARNES,PUERCO LISO,0.0052,2.727,1.41803999900818E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHORIZO,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PULPO,10,MARISCOS,PULPO,0.0102,2.727,0.027815399980545,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHORIZO,10,CARNES,CHORIZO MEJICANO,0.0067,2.5,0.01675,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PULPO,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PUERCO,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PUERCO,10,CARNES,PUERCO LISO,0.0052,2.727,1.41803999900818E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CARNE,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CARNE,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CARNE,10,CARNES,RINCON,0.0132,3.636,4.79951989173889E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRES POLLO,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
ENTRADAS,Sin Envase,CAZUELA AZTECA MIXTA,10,CARNES,CARNE MOLIDA,0.0046,0.682,3.13719991445541E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO PANCHO VILLA,10,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO DE QUESO,7.75,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHORIZO,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHARRO,11.5,CARNES,RINCON,0.0132,0.909,1.19987997293472E-02,GRAMOS
LOS NACHOS,Sin Envase,NACHO VEGETARIANO,14,ESENCIAS,OREGANO,0.0082,0.091,7.46199984848499E-04,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON CARNE,8.75,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MAR y TIERRA,11.5,CARNES,RINCON,0.0132,0.682,9.00239975452423E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MAR y TIERRA,11.5,MARISCOS,MARISCO MIXTO,0.0061,1.818,1.10897997498512E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHULETA,11.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHULETA,11.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHARRO,11.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHARRO,11.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PASTOR,10,VEGETALES ,LIMONES,0.0002,0.318,6.35999977588654E-05,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHARRO,11.5,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.909,4.27229990363121E-03,GRAMOS
ENTRADAS,Sin Envase,FUNDIDO CON HONGOS,8.75,ESENCIAS,OREGANO,0.0082,0.045,3.69000014662743E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE ORALE,11.5,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE ORALE,11.5,QUESOS / LECHE,MONTERREY JACK,0.0066,0.909,5.99939986467361E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE ORALE,11.5,CARNES,PUERCO LISO,0.0052,0.909,4.72679989337921E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE ORALE,11.5,POLLOS o AVES,PECHUGA DE POLLO,0.0047,0.909,4.27229990363121E-03,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE ORALE,11.5,CARNES,RINCON,0.0132,0.909,1.19987997293472E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MARISCOS,10,QUESOS / LECHE,MONTERREY JACK,0.0066,0.091,6.0059998780489E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MARISCOS,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE MARISCOS,10,MARISCOS,MARISCO MIXTO,0.0061,4.091,2.49551004886627E-02,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE PULPO,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
LOS ALAMBRES,Sin Envase,ALAMBRE CHARRO,11.5,CARNES,CHORIZO MEJICANO,0.0067,1.364,9.1387997508049E-03,GRAMOS
PLATOS NUEVOS,Sin Envase,TACOS DE FILETE AL CABALLO,10,VEGETALES ,ZANAHORIA,0.001,0.273,2.73000001907349E-04,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA GRINGA,8,VARIOS,TOTOPOS - NACHOS,0.0011,1,0.0011,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA DE CARNE,8,QUESOS / LECHE,MONTERREY JACK,0.0066,1.363,8.99580023288727E-03,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA DE CARNE,8,CARNES,CARNE MOLIDA,0.0046,1.818,8.36279981136322E-03,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA CHORIZO,8,VARIOS,TORTILLAS MEJICANAS (6/5 LBS),0.0001,2,0.0002,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA CHORIZO,8,QUESOS / LECHE,MONTERREY JACK,0.0066,1.363,8.99580023288727E-03,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA CHORIZO,8,CARNES,CHORIZO MEJICANO,0.0067,1.591,1.06596997380257E-02,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA POLLO,8,VARIOS,TORTILLAS MEJICANAS (6/5 LBS),0.0001,2,0.0002,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA POLLO,8,QUESOS / LECHE,MONTERREY JACK,0.0066,1.363,8.99580023288727E-03,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA FILETE,10,CARNES,FILETE,0.0132,1.818,2.39975994586945E-02,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA QUESO,7.5,VEGETALES ,CEBOLLINA,0.002,0.045,9.00000035762787E-05,GRAMOS
QUESADILLAS,Sin Envase,QUESADILLA FILETE,10,QUESOS / LECHE,MONTERREY JACK,0.0066,1.363,8.99580023288727E-03,GRAMOS
